PMID,AuthorN,AuthorForename,AuthorLastname,AuthorInitials,AuthorAffiliation
28600778,3,Sarin,Tadtong,S,"Department of Pharmacognosy, Faculty of Pharmacy, Srinakharinwirot University, Nakhon Nayok, 26120, Thailand."
28600778,4,Jutamas,Jiaranaikulwanitch,J,"Department of Pharmaceutical Sciences, Faculty of Pharmacy, Chiang Mai University, Chiang Mai, 50200, Thailand."
28600778,5,Jaturong,Pratuangdejkul,J,"Department of Microbiology, Faculty of Pharmacy, Mahidol University, Bangkok, 10400, Thailand."
28600778,6,Worawan,Kitphati,W,"Department of Physiology, Faculty of Pharmacy, Mahidol University, Bangkok, 10400, Thailand."
28600778,7,Khanit,Suwanborirux,K,"Department of Pharmacognosy and Pharmaceutical Botany, Faculty of Pharmaceutical Sciences, Center for Bioactive Natural Products from Marine Organisms and Endophytic Fungi (BNPME), Chulalongkorn University, Bangkok, 10330, Thailand."
28600778,8,Naoki,Saito,N,"Graduate School of Pharmaceutical Sciences, Meiji Pharmaceutical University, Tokyo, 204-8588, Japan."
28600778,9,Veena,Nukoolkarn,V,"Department of Pharmacognosy, Faculty of Pharmacy, Mahidol University, Bangkok, 10400, Thailand. veena.nuk@mahidol.ac.th."
28603494,1,Xiaowan,Wang,X,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,2,Runmin,Song,R,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,3,Wenliang,Lu,W,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,4,Ziyu,Liu,Z,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,5,Lichun,Wang,L,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,6,Xiaojuan,Zhu,X,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28603494,7,Yanjun,Liu,Y,"Division of Endocrinology, Metabolism and Molecular Medicine, UCLA School of Medicine, Charles R. Drew University of Medicine and Science, Los AngelesCA, United States."
28603494,8,Zijie,Sun,Z,"Department of Genetics, Stanford University School of Medicine, StanfordCA, United States."
28603494,9,Jiang,Li,J,"Dental Hospital, Jilin University, ChangchunChina."
28603494,10,Xiaomeng,Li,X,"The Key Laboratory of Molecular Epigenetics of MOE, Institute of Genetics and Cytology, Northeast Normal UniversityChangchun, China."
28608479,1,Ramesh Prasad,Pandey,RP,"Department of Life Science and Biochemical Engineering, SunMoon University, Asan-si, Chungnam, Republic of Korea."
28608479,2,Prakash,Parajuli,P,"Department of Life Science and Biochemical Engineering, SunMoon University, Asan-si, Chungnam, Republic of Korea."
28608479,3,Anaya Raj,Pokhrel,AR,"Department of Life Science and Biochemical Engineering, SunMoon University, Asan-si, Chungnam, Republic of Korea."
28608479,4,Jae Kyung,Sohng,JK,"Department of Life Science and Biochemical Engineering, SunMoon University, Asan-si, Chungnam, Republic of Korea."
28611242,1,Steven,Deleye,S,"Molecular Imaging Center Antwerp, University of Antwerp, Antwerp, Belgium."
28611242,2,Ann-Marie,Waldron,AM,"Molecular Imaging Center Antwerp, University of Antwerp, Antwerp, Belgium."
28611242,3,Jeroen,Verhaeghe,J,"Molecular Imaging Center Antwerp, University of Antwerp, Antwerp, Belgium."
28611242,4,Astrid,Bottelbergs,A,"Neuroscience Department, Janssen Pharmaceutica NV, Beerse, Belgium."
28611242,5,Leonie,Wyffels,L,"Molecular Imaging Center Antwerp, University of Antwerp, Antwerp, Belgium."
28611242,6,Bianca,Van Broeck,B,"Neuroscience Department, Janssen Pharmaceutica NV, Beerse, Belgium."
28611242,7,Xavier,Langlois,X,"Foundational Neuroscience Center, Abbvie, Cambridge, Massachusetts."
28611242,8,Mark,Schmidt,M,"Neuroscience Department, Janssen Pharmaceutica NV, Beerse, Belgium."
28611242,9,Sigrid,Stroobants,S,"Nuclear Medicine Department, University Hospital Antwerp, Antwerp, Belgium; and."
28611242,10,Steven,Staelens,S,"Molecular Imaging Center Antwerp, University of Antwerp, Antwerp, Belgium steven.staelens@uantwerpen.be."
28617091,1,Prabu,Manoharan,P,"a Structural Biology and Bioinformatics Division , CSIR-Indian Institute of Chemical Biology , Kolkata 700032 , India."
28617091,2,Nanda,Ghoshal,N,"a Structural Biology and Bioinformatics Division , CSIR-Indian Institute of Chemical Biology , Kolkata 700032 , India."
28618005,1,Kei,Sakamoto,K,"Souseikai Fukuoka Mirai Hospital Clinical Research Center, Fukuoka, Japan."
28618005,2,Shunji,Matsuki,S,"Souseikai Fukuoka Mirai Hospital Clinical Research Center, Fukuoka, Japan."
28618005,3,Kyoko,Matsuguma,K,"Souseikai Fukuoka Mirai Hospital Clinical Research Center, Fukuoka, Japan."
28618005,4,Tatsuya,Yoshihara,T,"Souseikai Fukuoka Mirai Hospital Clinical Research Center, Fukuoka, Japan."
28618005,5,Naoki,Uchida,N,"Clinical Pharmacology, Pharmacology, Showa University School of Medicine, Tokyo, Japan."
28618005,6,Fumihiko,Azuma,F,"Research & Development, AstraZeneca KK, Osaka, Japan."
28618005,7,Muir,Russell,M,"AstraZeneca, Protein Biomarkers, Personalised Healthcare and Biomarkers, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Alderley Park, UK."
28618005,8,Glen,Hughes,G,"AstraZeneca, Protein Biomarkers, Personalised Healthcare and Biomarkers, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Alderley Park, UK."
28618005,9,Samantha Budd,Haeberlein,SB,"Neuroscience, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Waltham, MA, USA."
28618005,10,Robert C,Alexander,RC,"Neuroscience, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Waltham, MA, USA."
28618005,11,Susanna,Eketjäll,S,"Cardiovascular and Metabolic Diseases, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Huddinge, Sweden."
28618005,12,Alan R,Kugler,AR,"Neuroscience, Innovative Medicines and Early Development Biotech Unit, AstraZeneca, Waltham, MA, USA."
28624701,1,Gang,Yan,G,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,2,Lina,Hao,L,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,3,Yan,Niu,Y,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China. Electronic address: yanniu@bjmu.edu.cn."
28624701,4,Wenjie,Huang,W,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,5,Wei,Wang,W,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,6,Fengrong,Xu,F,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,7,Lei,Liang,L,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,8,Chao,Wang,C,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,9,Hongwei,Jin,H,"State Key Laboratory of Natural and Biomimetic Drugs, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China."
28624701,10,Ping,Xu,P,"Department of Medicinal Chemistry, School of Pharmaceutical Sciences, Peking University Health Science Center, 38 Xueyuan Road, Beijing 100191, China. Electronic address: pingxu@bjmu.edu.cn."
28626014,1,Shuting,Zhang,S,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,2,Zhe,Wang,Z,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,3,Fang,Cai,F,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,4,Mingming,Zhang,M,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,5,Yili,Wu,Y,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,6,Jing,Zhang,J,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada."
28626014,7,Weihong,Song,W,"Townsend Family Laboratories, Department of Psychiatry, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada weihong@mail.ubc.ca."
28626832,1,Frederik J R,Rombouts,FJR,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,2,Richard,Alexander,R,"Discovery Sciences, Janssen Research & Development, 1400 McKean Road, Spring House, Pennsylvania 19477, United States."
28626832,3,Erna,Cleiren,E,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,4,Alex,De Groot,A,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,5,Michel,Carpentier,M,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,6,Joyce,Dijkmans,J,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,7,Katleen,Fierens,K,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,8,Stefan,Masure,S,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,9,Diederik,Moechars,D,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,10,Martina,Palomino-Schätzlein,M,"Structural Biochemistry Laboratory, Centro de Investigación Príncipe Felipe, Eduardo Primo Yúfera, 3, 46012 Valencia, Spain."
28626832,11,Antonio,Pineda-Lucena,A,"Structural Biochemistry Laboratory, Centro de Investigación Príncipe Felipe, Eduardo Primo Yúfera, 3, 46012 Valencia, Spain."
28626832,12,Andrés A,Trabanco,AA,"Neuroscience Medicinal Chemistry, Janssen Research & Development, C/ Jarama 75A, 45007 Toledo, Spain."
28626832,13,Daan,Van Glabbeek,D,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,14,Ann,Vos,A,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28626832,15,Gary,Tresadern,G,"Neuroscience Medicinal Chemistry, Discovery Sciences, and Neuroscience Biology, Janssen Research & Development, Turnhoutseweg 30, B-2340 Beerse, Belgium."
28637867,1,Filip,Liebsch,F,"From the Integrated Program in Neuroscience, McGill University, Montreal, Quebec H3G 0B1, Canada."
28637867,2,Mark R P,Aurousseau,MRP,"the Department of Pharmacology & Therapeutics, McGill University, Montreal, Quebec H3G 1Y6, Canada."
28637867,3,Tobias,Bethge,T,"the Institut für Chemie und Biochemie, Freie Universität Berlin, 14195 Berlin, Germany."
28637867,4,Hugo,McGuire,H,"the Department of Physics, Université de Montréal, Montreal, Quebec H3C 3J7, Canada, and."
28637867,5,Silvia,Scolari,S,"the Institut für Biologie, Humboldt Universität zu Berlin, 10115 Berlin, Germany."
28637867,6,Andreas,Herrmann,A,"the Institut für Biologie, Humboldt Universität zu Berlin, 10115 Berlin, Germany."
28637867,7,Rikard,Blunck,R,"the Department of Physics, Université de Montréal, Montreal, Quebec H3C 3J7, Canada, and."
28637867,8,Derek,Bowie,D,"From the Integrated Program in Neuroscience, McGill University, Montreal, Quebec H3G 0B1, Canada."
28637867,9,Gerd,Multhaup,G,"From the Integrated Program in Neuroscience, McGill University, Montreal, Quebec H3G 0B1, Canada, gerhard.multhaup@mcgill.ca."
28646794,1,Miren,Ettcheto,M,"Unitat de Farmacologia i Farmacognòsia, Facultat de Farmàcia i Ciencias de l'Alimentació, Universitat de Barcelona, Barcelona, Spain; Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Unitats de Bioquímica i Farmacologia, Facultat de Medicina i Ciències de la Salut, Universitat Rovira i Virgili, Reus, Tarragona, Spain; Institut de Neurociencias, University of Barcelona, Spain."
28646794,2,Elena,Sánchez-López,E,"Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Unitat de Farmacia, Tecnologia Farmacèutica i Fisicoquímica, Facultat de Farmàcia, Universitat de Barcelona, Barcelona, Spain; Institute of Nanoscience and Nanotechnology (IN2UB), University of Barcelona, Spain."
28646794,3,Laura,Pons,L,"Unitat de Farmacologia i Farmacognòsia, Facultat de Farmàcia i Ciencias de l'Alimentació, Universitat de Barcelona, Barcelona, Spain."
28646794,4,Oriol,Busquets,O,"Unitat de Farmacologia i Farmacognòsia, Facultat de Farmàcia i Ciencias de l'Alimentació, Universitat de Barcelona, Barcelona, Spain; Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Unitats de Bioquímica i Farmacologia, Facultat de Medicina i Ciències de la Salut, Universitat Rovira i Virgili, Reus, Tarragona, Spain; Institut de Neurociencias, University of Barcelona, Spain."
28646794,5,Jordi,Olloquequi,J,"Instituto de Ciencias Biomédicas, Facultad de Ciencias de la Salud, Universidad Autónoma de Chile, Talca, Chile."
28646794,6,Carlos,Beas-Zarate,C,"Laboratorio de Regeneración y Desarrollo Neural, Instituto de Neurobiología, Departamento de Biología Celular y Molecular, CUCBA, Universidad de Guadalajara, Jalisco, Mexico."
28646794,7,Merce,Pallas,M,"Unitat de Farmacologia i Farmacognòsia, Facultat de Farmàcia i Ciencias de l'Alimentació, Universitat de Barcelona, Barcelona, Spain; Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Institut de Neurociencias, University of Barcelona, Spain."
28646794,8,Maria Luisa,García,ML,"Unitat de Farmacia, Tecnologia Farmacèutica i Fisicoquímica, Facultat de Farmàcia, Universitat de Barcelona, Barcelona, Spain; Institute of Nanoscience and Nanotechnology (IN2UB), University of Barcelona, Spain."
28646794,9,Carme,Auladell,C,"Departament de Biologia Cellular, Facultat de Biologia, Universitat de Barcelona, Barcelona, Spain."
28646794,10,Jaume,Folch,J,"Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Unitats de Bioquímica i Farmacologia, Facultat de Medicina i Ciències de la Salut, Universitat Rovira i Virgili, Reus, Tarragona, Spain."
28646794,11,Antoni,Camins,A,"Unitat de Farmacologia i Farmacognòsia, Facultat de Farmàcia i Ciencias de l'Alimentació, Universitat de Barcelona, Barcelona, Spain; Biomedical Research Networking Center in Neurodegenerative Diseases (CIBERNED), Madrid, Spain; Institut de Neurociencias, University of Barcelona, Spain. Electronic address: camins@ub.edu."
28659580,1,Jeong Yeon,Kim,JY,"Department of Veterinary Physiology, College of Veterinary Medicine, Research Institute for Veterinary Science, Seoul National University, Seoul, 08826, Republic of Korea."
28659580,2,Hyun Jik,Lee,HJ,"Department of Veterinary Physiology, College of Veterinary Medicine, Research Institute for Veterinary Science, Seoul National University, Seoul, 08826, Republic of Korea."
28659580,3,Sei-Jung,Lee,SJ,"Department of Pharmaceutical Engineering, Daegu Haany University, Gyeongsan, 38610, Republic of Korea."
